1천만원 이상 3천만원 미만-아파트-전세-응답없음,1
7천만원 이상 1억원 미만-주상복합-전세-대학 재학,1
3천만원 이상 5천만원 미만-연립/빌라-전세-응답없음,1
7천만원 이상 1억원 미만-오피스텔-자가-대학원 졸업,1
1천만원 이상 3천만원 미만-단독주택-전세-대학원 재학,1
3천만원 이상 5천만원 미만-아파트-월세-응답없음,1
1천만원 미만-연립/빌라-기타-대학 재학,1
5천만원 이상 7천만원 미만-연립/빌라-기타-대학원 졸업,1
3천만원 이상 5천만원 미만-오피스텔-자가-대학 재학,1
3천만원 이상 5천만원 미만-주상복합-기타-대학 재학,1
7천만원 이상 1억원 미만-기타-전세-대학 졸업,1
3천만원 이상 5천만원 미만-아파트-기타-대학원 재학,1
연간 1억원 이상-연립/빌라-전세-대학원 재학,1
7천만원 이상 1억원 미만-오피스텔-전세-대학 재학,1
연간 1억원 이상-단독주택-전세-대학 재학,1
1천만원 미만-단독주택-자가-대학원 재학,1
연간 1억원 이상-오피스텔-월세-고졸,1
7천만원 이상 1억원 미만-기타-자가-고졸,1
5천만원 이상 7천만원 미만-오피스텔-월세-고졸,1
3천만원 이상 5천만원 미만-단독주택-전세-응답없음,1
1천만원 이상 3천만원 미만-기타-월세-대학원 졸업,1
1천만원 미만-기타-월세-대학원 재학,1
3천만원 이상 5천만원 미만-기타-전세-대학원 졸업,1
5천만원 이상 7천만원 미만-주상복합-전세-대학원 재학,1
5천만원 이상 7천만원 미만-오피스텔-기타-대학 재학,1
5천만원 이상 7천만원 미만-기타-전세-대학 재학,1
연간 1억원 이상-연립/빌라-기타-대학 졸업,1
1천만원 미만-연립/빌라-기타-대학원 졸업,1
7천만원 이상 1억원 미만-아파트-기타-대학원 재학,1
7천만원 이상 1억원 미만-아파트-전세-대학원 재학,1
1천만원 이상 3천만원 미만-기타-기타-대학원 졸업,1
3천만원 이상 5천만원 미만-오피스텔-전세-대학 재학,1
5천만원 이상 7천만원 미만-주상복합-자가-응답없음,1
연간 1억원 이상-연립/빌라-월세-대학원 재학,1
5천만원 이상 7천만원 미만-아파트-자가-응답없음,1
1천만원 이상 3천만원 미만-오피스텔-전세-대학 재학,1
5천만원 이상 7천만원 미만-오피스텔-전세-대학원 졸업,1
3천만원 이상 5천만원 미만-응답없음-전세-대학 졸업,1
7천만원 이상 1억원 미만-단독주택-전세-대학 재학,1
1천만원 미만-주상복합-월세-대학 졸업,1
5천만원 이상 7천만원 미만-오피스텔-전세-고졸,1
1천만원 이상 3천만원 미만-기타-월세-대학원 재학,1
연간 1억원 이상-주상복합-월세-대학 재학,1
5천만원 이상 7천만원 미만-기타-기타-대학 재학,1
7천만원 이상 1억원 미만-아파트-월세-대학원 재학,1
1천만원 이상 3천만원 미만-주상복합-기타-대학 졸업,1
3천만원 이상 5천만원 미만-아파트-월세-대학원 재학,1
1천만원 미만-단독주택-기타-대학 졸업,1
5천만원 이상 7천만원 미만-주상복합-월세-대학 재학,1
7천만원 이상 1억원 미만-단독주택-기타-대학 졸업,1
연간 1억원 이상-기타-월세-대학 졸업,1
5천만원 이상 7천만원 미만-단독주택-월세-대학원 졸업,1
연간 1억원 이상-단독주택-기타-고졸,1
연간 1억원 이상-아파트-기타-대학원 졸업,1
5천만원 이상 7천만원 미만-연립/빌라-기타-대학원 재학,1
3천만원 이상 5천만원 미만-오피스텔-월세-대학원 졸업,1
연간 1억원 이상-아파트-월세-대학원 재학,1
7천만원 이상 1억원 미만-기타-기타-대학원 졸업,1
연간 1억원 이상-오피스텔-월세-대학 졸업,1
1천만원 미만-오피스텔-월세-대학원 졸업,1
7천만원 이상 1억원 미만-기타-전세-고졸,1
7천만원 이상 1억원 미만-단독주택-전세-대학원 졸업,1
1천만원 이상 3천만원 미만-오피스텔-월세-대학 재학,1
1천만원 이상 3천만원 미만-연립/빌라-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-아파트-월세-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-아파트-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-오피스텔-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-연립/빌라-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-단독주택-자가-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-주상복합-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-오피스텔-전세-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-단독주택-자가-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-기타-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-기타-자가-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-주상복합-자가-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-단독주택-월세-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-주상복합-월세-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-단독주택-자가-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-연립/빌라-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-아파트-자가-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-아파트-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-오피스텔-자가-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-연립/빌라-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-단독주택-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-주상복합-월세-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-단독주택-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-기타-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-주상복합-자가-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-주상복합-월세-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-연립/빌라-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-연립/빌라-월세-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-아파트-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-단독주택-자가-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-아파트-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-연립/빌라-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-아파트-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-주상복합-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-주상복합-기타-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-아파트-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-단독주택-자가-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-주상복합-전세-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-아파트-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-아파트-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-아파트-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-오피스텔-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-연립/빌라-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-연립/빌라-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-연립/빌라-월세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-기타-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-아파트-자가-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-아파트-자가-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-아파트-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-아파트-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-연립/빌라-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-기타-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-단독주택-자가-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-아파트-전세-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-단독주택-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-기타-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-기타-자가-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-오피스텔-자가-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-아파트-기타-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-기타-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-단독주택-기타-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-단독주택-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-연립/빌라-기타-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-연립/빌라-자가-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-주상복합-자가-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-연립/빌라-기타-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-단독주택-전세-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-오피스텔-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-기타-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-주상복합-월세-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-주상복합-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-주상복합-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-기타-월세-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-기타-기타-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-오피스텔-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-단독주택-월세-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-연립/빌라-기타-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-연립/빌라-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-기타-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-연립/빌라-자가-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-아파트-기타-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-아파트-월세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-단독주택-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-기타-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-주상복합-기타-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-연립/빌라-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-아파트-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-기타-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-주상복합-자가-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-아파트-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-기타-월세-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-연립/빌라-자가-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-기타-전세-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-오피스텔-자가-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-단독주택-기타-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-단독주택-월세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-주상복합-월세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-연립/빌라-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-단독주택-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-연립/빌라-기타-고졸 미만(초/중/고 재학 포함),0
7천만원 이상 1억원 미만-주상복합-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-연립/빌라-기타-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-아파트-기타-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-오피스텔-자가-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-단독주택-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-기타-기타-고졸 미만(초/중/고 재학 포함),0
3천만원 이상 5천만원 미만-오피스텔-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 이상 3천만원 미만-주상복합-전세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-오피스텔-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-아파트-월세-고졸 미만(초/중/고 재학 포함),0
1천만원 미만-주상복합-전세-고졸 미만(초/중/고 재학 포함),0
5천만원 이상 7천만원 미만-아파트-기타-고졸 미만(초/중/고 재학 포함),0
연간 1억원 이상-연립/빌라-전세-고졸 미만(초/중/고 재학 포함),0
